Percentage in Communication skills,Hours working per day,Logical Quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,talenttests taken?,olympiads,reading and writing skills,memory capability score,Job/Higher Studies?,Taken inputs from seniors or elders,interested in games,Gentle or Tuff behaviour?,Management or Technical,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role,certifications_code,workshops_code,Interested subjects_code,interested career area _code,Type of company want to settle in?_code,Interested Type of Books_code
0.93,11,8,3,9,6,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,Programmer Analyst,1,6,7,5,2,18
0.65,7,6,0,8,9,0,0,1,0,0,2,1,1,0,0,0,0,1,0,1,Business Intelligence Analyst,2,6,6,2,1,17
0.76,5,9,3,8,8,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,Database Administrator,6,6,2,3,4,28
0.75,4,1,3,6,1,1,1,0,1,1,0,2,0,1,1,1,0,0,1,1,Technical Services/Help Desk/Tech Support,4,4,5,2,5,25
0.76,12,2,3,9,2,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,Technical Engineer,4,7,0,2,7,24
0.66,9,5,3,6,7,0,0,0,1,1,1,2,1,1,0,0,1,1,1,0,Technical Services/Help Desk/Tech Support,6,1,6,3,8,6
0.83,7,8,1,8,8,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,Technical Support,3,2,9,2,1,14
0.88,10,4,3,7,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,Business Systems Analyst,1,1,1,1,7,20
0.69,5,2,1,1,2,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,Portal Administrator,8,1,9,4,8,19
0.62,6,6,1,1,1,1,1,0,1,1,2,1,0,0,0,0,1,1,1,1,Software Developer,3,1,2,5,5,27
0.7,8,1,1,3,3,0,1,1,1,1,1,2,0,1,0,1,0,1,0,0,E-Commerce Analyst,1,4,0,5,0,13
0.75,12,4,4,2,9,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,Programmer Analyst,7,3,4,1,1,14
0.85,10,9,1,9,2,1,0,1,1,0,1,2,0,1,0,1,1,1,1,0,Data Architect,3,0,3,1,6,18
0.65,9,4,0,3,2,0,1,0,1,0,1,2,0,1,1,1,0,1,0,0,Database Administrator,7,0,0,5,3,7
0.93,7,8,1,4,9,0,0,0,0,0,2,2,1,0,0,0,1,0,1,0,CRM Technical Developer,3,5,6,1,0,6
0.69,6,9,2,9,5,1,1,1,0,0,2,0,0,1,0,0,1,1,0,1,Systems Analyst,6,2,6,1,5,21
0.81,9,2,2,1,9,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,Software Developer,7,1,9,3,5,26
0.7,4,8,3,2,3,1,1,0,1,0,2,1,1,1,1,1,0,0,1,1,Software Engineer,4,7,7,4,9,16
0.64,8,7,5,9,7,1,0,1,1,1,1,2,0,0,0,1,0,1,0,1,Project Manager,4,0,9,0,6,18
0.75,5,3,5,3,5,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,Project Manager,5,4,7,0,2,22
0.73,4,2,0,3,9,0,1,0,0,1,2,0,0,1,1,0,0,1,1,0,Database Administrator,5,0,3,1,4,28
0.61,9,3,6,6,2,1,1,1,1,0,0,2,0,1,1,0,1,1,1,0,E-Commerce Analyst,5,2,9,3,5,14
0.87,5,2,6,6,2,0,1,1,0,1,0,2,0,0,1,0,0,1,1,0,Portal Administrator,0,0,2,2,8,15
0.8,11,9,5,4,9,0,1,0,0,1,2,1,0,1,0,1,0,0,1,1,Network Security Administrator,1,2,5,0,1,16
0.63,7,7,3,4,5,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,Network Engineer,5,1,3,3,3,5
0.63,9,8,6,4,2,1,1,1,1,0,0,2,0,0,0,1,0,1,0,1,Quality Assurance Associate,6,4,5,1,0,3
0.76,11,8,1,9,1,1,1,1,1,0,1,2,1,1,0,1,0,1,1,1,Software Engineer,2,1,6,5,0,25
0.76,11,3,3,5,6,1,0,0,0,0,1,0,0,1,1,1,0,1,0,1,Systems Security Administrator,8,4,9,4,1,18
0.78,8,4,1,5,2,1,0,1,1,0,2,1,0,0,1,0,1,0,0,1,Quality Assurance Associate,2,4,2,1,9,20
0.67,8,6,0,9,4,0,0,0,1,1,0,2,0,0,0,1,0,0,1,1,Network Security Administrator,0,0,7,3,7,0
0.69,6,4,6,2,2,0,0,0,1,1,0,2,0,0,0,1,1,0,1,0,Information Technology Manager,2,6,7,2,5,0
0.71,5,5,4,5,5,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,Database Developer,7,0,4,3,1,17
0.89,12,6,3,3,1,1,1,0,0,0,0,2,1,0,1,0,0,1,0,0,Web Developer,8,6,4,1,3,29
0.72,9,4,2,7,3,0,1,0,0,0,2,2,0,0,1,0,0,1,0,0,Technical Engineer,6,4,5,4,7,8
0.73,7,8,4,7,7,1,1,0,0,0,1,2,0,0,1,1,1,1,1,0,UX Designer,7,0,0,2,7,26
0.78,4,5,2,2,7,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,Software Developer,1,5,2,1,9,11
0.85,11,7,1,5,6,1,0,0,0,1,0,2,1,1,0,0,0,0,1,0,Systems Security Administrator,0,3,7,3,1,25
0.6,5,4,4,7,6,0,1,1,0,0,0,2,1,1,0,0,1,0,1,0,CRM Technical Developer,0,3,8,3,7,6
0.68,5,6,3,1,1,1,1,1,1,1,2,0,0,1,0,1,0,1,0,0,Technical Support,8,5,0,4,5,12
0.88,12,4,5,2,4,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,Data Architect,4,0,5,1,2,4
0.79,11,6,5,6,7,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,Quality Assurance Associate,7,3,1,2,1,27
0.79,12,4,3,3,3,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,Business Intelligence Analyst,2,2,4,2,0,23
0.91,5,5,5,2,5,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,Design & UX,6,3,5,0,6,4
0.8,5,6,5,3,4,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,E-Commerce Analyst,6,5,0,1,6,22
0.78,12,6,6,3,4,1,1,0,0,0,0,2,0,1,1,1,1,1,1,0,Software Systems Engineer,3,6,6,0,7,27
0.77,5,3,6,6,2,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,Technical Support,0,1,6,5,8,2
0.78,5,9,1,6,3,0,0,1,0,0,1,2,1,1,0,0,1,0,0,0,Network Security Administrator,0,6,3,2,1,29
0.61,7,5,6,4,2,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,Network Engineer,8,0,9,0,7,12
0.77,4,9,1,6,2,1,1,1,1,1,2,1,0,0,0,1,0,0,0,1,Software Developer,6,2,8,5,8,17
0.91,4,9,3,7,4,1,0,1,0,1,2,0,1,0,1,1,0,0,1,1,Network Security Administrator,5,6,4,5,9,20
0.61,7,4,1,8,7,1,0,0,1,1,1,2,0,1,0,0,1,1,1,1,Database Manager,0,0,5,0,9,18
0.85,6,4,0,6,2,1,1,1,0,1,2,1,0,0,1,1,0,0,0,0,Technical Engineer,8,6,5,3,1,17
0.73,11,6,2,7,7,1,1,1,0,0,2,2,0,0,0,0,1,0,1,1,CRM Technical Developer,6,3,4,1,1,24
0.68,11,9,2,7,7,1,1,1,1,0,1,2,0,0,1,1,0,1,0,1,UX Designer,8,1,9,2,2,28
0.66,10,2,2,7,8,0,1,0,1,1,2,0,0,1,1,0,0,0,0,1,Network Security Engineer,1,6,6,1,0,4
0.74,11,2,4,2,8,0,1,1,0,1,2,1,1,1,0,0,1,1,1,1,CRM Business Analyst,1,2,5,4,9,16
0.74,5,8,4,2,9,0,1,0,1,0,1,2,0,0,1,1,1,1,1,1,CRM Business Analyst,4,4,5,0,1,7
0.82,12,6,0,7,4,0,1,0,0,0,0,2,0,0,0,0,0,0,1,1,Database Administrator,0,0,1,3,2,12
0.65,12,7,4,7,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,Network Engineer,3,7,6,5,1,11
0.72,12,6,4,1,2,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,Network Security Engineer,0,2,6,1,3,24
0.89,9,4,6,7,1,0,1,1,1,1,1,2,1,0,0,0,0,1,1,0,Systems Security Administrator,8,4,8,5,8,23
0.83,9,3,0,4,6,1,1,1,0,0,2,2,0,0,0,0,0,1,0,0,Technical Engineer,5,7,1,0,5,16
0.93,4,8,0,3,5,1,0,0,1,0,2,0,1,1,0,1,1,1,1,0,Database Administrator,6,2,0,5,6,16
0.94,10,3,3,4,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,Programmer Analyst,0,1,9,4,9,0
0.92,7,3,1,9,1,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,Systems Security Administrator,2,1,2,2,9,26
0.64,7,4,4,4,2,1,1,0,0,0,1,2,1,0,0,1,1,1,0,0,UX Designer,1,2,5,2,9,12
0.9,7,3,0,8,9,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,Business Systems Analyst,3,6,2,2,2,24
0.6,11,1,0,2,7,0,0,0,0,1,2,0,1,0,1,1,0,1,1,1,Database Manager,0,4,2,1,7,19
0.61,7,2,1,4,3,0,0,1,0,0,2,1,1,0,1,0,0,1,0,1,UX Designer,4,4,8,0,8,26
0.92,5,2,4,8,4,1,1,1,1,1,2,1,0,1,1,0,0,1,0,1,Business Intelligence Analyst,3,5,1,3,0,1
0.71,5,3,0,6,8,0,1,0,0,1,0,2,0,1,1,0,0,1,0,1,Database Manager,5,7,8,5,0,19
0.89,7,5,6,7,3,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,Database Developer,3,7,7,2,0,22
0.91,11,3,1,9,1,1,0,0,1,0,2,2,1,1,0,1,1,1,0,1,Database Developer,5,7,5,5,4,18
0.64,5,8,3,8,7,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,Web Developer,1,0,0,2,2,4
0.71,7,4,0,3,3,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,Project Manager,0,0,6,2,9,2
0.93,12,6,1,1,7,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,Information Technology Auditor,3,7,7,4,0,8
0.72,12,1,5,7,3,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,Software Developer,0,0,1,3,6,9
0.62,11,4,3,8,2,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,Network Security Administrator,7,4,2,4,2,3
0.61,12,8,4,9,3,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,CRM Technical Developer,6,6,1,4,9,19
0.79,12,8,4,9,5,0,0,1,1,0,1,2,1,0,1,1,1,0,0,1,Software Systems Engineer,8,2,7,2,7,4
0.93,11,5,3,3,4,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,Technical Services/Help Desk/Tech Support,0,5,3,0,8,17
0.69,5,6,6,8,5,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,Software Quality Assurance (QA) / Testing,4,7,4,5,8,16
0.86,8,7,4,9,5,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,Information Technology Manager,8,4,5,2,9,29
0.94,7,9,1,5,4,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,CRM Technical Developer,0,3,7,5,8,25
0.77,6,6,0,2,1,0,1,0,1,0,1,2,0,0,0,1,1,1,0,1,Technical Engineer,7,3,5,1,3,2
0.88,11,9,2,2,5,0,1,1,1,1,1,2,0,0,1,0,1,1,0,1,Technical Support,0,0,1,2,9,21
0.61,7,3,2,2,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,Technical Support,8,5,1,2,3,28
0.7,8,9,2,2,6,1,0,1,1,0,2,2,0,1,0,0,0,1,0,0,Software Developer,2,7,1,0,6,11
0.67,12,2,5,7,1,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,Systems Analyst,4,2,7,2,7,27
0.63,8,4,1,4,5,0,1,0,1,0,0,2,0,1,1,0,0,1,1,1,E-Commerce Analyst,5,6,6,1,0,10
0.86,9,3,1,2,8,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,Database Manager,8,7,7,1,4,22
0.77,10,5,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,Network Security Administrator,6,4,3,4,7,24
0.69,9,6,2,9,2,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,Technical Support,1,4,7,3,0,6
0.91,10,4,3,7,3,0,0,0,0,1,2,2,1,1,1,0,0,1,0,1,Database Administrator,2,3,5,0,4,29
0.82,7,1,6,9,9,1,1,1,1,1,2,2,0,1,0,1,1,1,0,0,CRM Technical Developer,0,6,6,3,8,23
0.86,5,9,6,1,7,0,0,0,1,0,2,2,1,0,1,1,0,1,0,1,Information Technology Manager,3,1,3,2,8,18
0.8,9,3,1,8,4,0,0,0,1,1,2,0,0,1,1,1,1,0,1,1,Solutions Architect,5,6,5,5,7,14
0.76,9,2,4,1,8,0,1,1,1,0,0,2,0,1,1,1,0,0,1,1,Network Engineer,7,3,7,3,6,3
0.64,6,4,0,9,2,0,0,0,1,0,1,2,1,1,1,1,0,0,0,0,Business Systems Analyst,6,7,0,2,3,14
0.73,6,2,0,3,3,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,Information Security Analyst,3,2,8,3,2,27
0.73,5,5,1,7,1,1,1,1,1,1,2,0,0,0,0,0,1,0,1,0,CRM Technical Developer,1,2,0,4,5,4
0.64,12,7,3,9,1,0,1,0,0,1,1,2,0,0,1,0,0,1,1,0,Technical Services/Help Desk/Tech Support,3,2,4,1,6,19
0.9,12,6,1,3,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,Business Systems Analyst,4,2,3,1,3,15
0.79,4,2,0,2,3,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,Data Architect,1,6,9,4,4,4
0.63,6,3,5,1,1,1,0,1,1,0,2,1,0,1,1,1,0,1,1,0,Applications Developer,8,3,9,4,0,13
0.79,10,1,4,3,7,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,Software Developer,7,5,4,4,5,14
0.68,4,3,6,6,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Information Technology Auditor,4,5,0,5,0,14
0.64,8,6,6,1,4,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,Network Engineer,5,6,1,2,7,27
0.94,8,2,6,7,4,1,0,1,1,1,1,2,0,1,1,0,1,0,0,1,Information Technology Manager,5,6,8,0,3,16
0.73,12,2,3,9,5,0,0,1,1,1,2,0,1,1,1,1,1,1,1,0,Software Engineer,4,2,1,3,5,14
0.65,6,2,1,5,9,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,Database Manager,1,1,6,2,2,6
0.78,10,6,2,1,9,1,0,0,1,1,2,0,1,0,0,1,0,1,1,0,Solutions Architect,6,7,9,4,0,11
0.93,8,9,3,8,5,1,1,1,1,1,2,2,1,0,0,1,0,1,1,0,Technical Services/Help Desk/Tech Support,5,7,2,2,2,16
0.75,6,5,3,7,8,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,Design & UX,4,4,9,0,9,1
0.74,9,6,0,3,2,0,1,1,1,1,2,1,0,0,0,0,1,0,1,1,Information Security Analyst,5,7,5,4,7,5
0.93,9,6,5,6,8,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,Web Developer,3,3,2,0,1,10
0.93,10,6,0,6,9,1,0,1,0,1,2,2,1,1,0,1,0,0,0,1,Solutions Architect,1,6,6,3,1,12
0.6,10,8,0,9,8,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,Technical Services/Help Desk/Tech Support,0,3,4,4,2,30
0.92,7,2,3,5,7,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,CRM Business Analyst,7,4,8,0,6,27
0.66,10,6,2,5,6,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,Project Manager,1,2,6,2,1,14
0.86,10,1,3,3,3,0,0,1,1,1,1,0,1,0,1,0,0,1,0,1,CRM Business Analyst,6,3,1,0,0,13
0.83,7,7,6,9,5,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,Network Security Administrator,2,7,0,1,9,0
0.84,4,3,3,5,6,0,1,1,0,0,0,2,1,1,1,1,1,0,0,1,Applications Developer,6,2,7,1,1,21
0.68,6,5,5,1,9,1,1,1,1,0,2,2,1,1,0,1,1,1,1,0,Software Developer,5,6,2,0,4,6
0.9,6,6,3,9,1,1,0,1,0,0,2,1,0,1,1,0,1,0,1,1,Project Manager,0,6,3,5,9,13
0.88,12,4,2,7,6,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,Database Manager,5,1,3,1,2,14
0.89,5,7,2,7,8,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,Database Administrator,4,3,6,4,9,14
0.6,9,4,0,6,9,0,1,1,0,1,2,2,1,1,1,0,0,0,1,1,Programmer Analyst,5,2,9,4,7,25
0.92,4,1,6,6,2,0,1,1,0,0,2,2,0,0,0,0,0,1,1,1,Software Systems Engineer,4,1,6,0,9,14
0.93,10,6,3,3,9,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,Applications Developer,8,0,1,0,1,12
0.74,8,3,0,3,1,0,0,1,1,1,0,2,0,0,1,0,0,1,1,1,Software Developer,6,3,1,0,9,12
0.79,4,1,0,8,6,1,1,1,1,0,2,2,1,0,1,1,0,1,0,0,CRM Technical Developer,6,5,8,3,3,13
0.87,10,7,4,2,5,0,1,0,1,0,1,1,1,0,1,1,0,0,0,1,Project Manager,0,1,5,2,7,29
0.74,11,2,3,6,6,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,Solutions Architect,1,7,5,2,4,3
0.9,12,3,3,9,2,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,Information Technology Manager,5,3,9,4,7,11
0.69,12,2,3,9,4,0,1,1,0,1,1,2,0,1,1,1,0,1,0,0,Software Developer,3,4,5,4,8,25
0.61,12,3,6,7,9,0,1,1,1,1,2,1,0,1,1,1,1,1,0,1,Software Quality Assurance (QA) / Testing,6,3,9,4,3,27
0.84,11,8,0,8,6,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,Web Developer,7,3,5,1,9,13
0.78,7,8,6,8,9,0,0,1,1,1,0,2,0,0,1,1,1,0,1,0,Systems Security Administrator,4,6,5,0,3,1
0.89,9,6,2,7,7,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,Database Manager,6,4,7,4,0,27
0.94,6,2,3,6,2,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,Mobile Applications Developer,4,5,1,2,4,12
0.72,4,6,2,4,9,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,Systems Security Administrator,5,0,2,5,2,12
0.76,12,5,2,5,3,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,Database Manager,8,4,2,0,3,28
0.64,5,1,6,9,3,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,Software Developer,5,6,4,1,2,5
0.68,5,5,0,1,7,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,Information Technology Manager,5,3,5,2,8,5
0.73,11,8,0,1,6,1,0,1,0,1,1,2,1,0,1,0,0,0,0,1,Information Technology Auditor,5,1,2,3,0,7
0.94,9,2,5,6,8,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,Database Administrator,1,5,1,4,7,24
0.61,5,5,5,9,5,1,0,1,0,0,0,2,0,0,1,0,0,0,1,0,Technical Services/Help Desk/Tech Support,4,0,7,2,4,15
0.62,12,9,6,6,3,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,Technical Services/Help Desk/Tech Support,2,4,9,0,2,14
0.88,5,1,2,7,8,1,1,0,1,0,2,2,1,0,0,1,1,1,0,1,Web Developer,7,6,0,2,3,3
0.72,6,7,6,5,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,Mobile Applications Developer,8,4,5,3,6,10
0.7,5,3,0,1,4,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,UX Designer,5,7,2,4,8,3
0.79,7,5,2,3,9,0,1,1,0,1,2,0,1,1,0,0,0,0,0,1,Information Security Analyst,8,1,1,2,7,6
0.79,5,6,0,7,9,0,0,1,0,0,0,2,0,1,1,0,0,0,1,0,E-Commerce Analyst,6,0,9,5,6,18
0.79,6,3,0,8,4,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,Database Manager,2,5,4,5,5,29
0.92,9,4,4,9,7,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,Mobile Applications Developer,8,0,1,1,1,23
0.86,8,3,2,3,8,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,Information Technology Auditor,7,6,6,0,9,23
0.61,9,2,4,4,6,0,0,1,0,1,1,2,1,0,0,0,0,1,1,0,Solutions Architect,6,2,3,1,1,20
0.7,12,4,5,1,6,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,Network Security Administrator,7,7,6,2,4,0
0.76,11,2,2,6,9,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,Design & UX,5,1,8,2,6,15
0.74,5,7,3,7,7,0,1,1,0,1,2,2,0,0,0,0,0,0,0,0,Information Technology Manager,8,5,3,1,8,20
0.61,11,4,6,5,9,1,1,0,0,0,2,0,0,1,1,0,1,1,1,1,Network Security Engineer,5,0,3,3,8,15
0.82,9,5,6,9,1,1,1,1,0,1,2,2,0,1,1,0,1,1,1,1,Web Developer,1,6,8,4,1,26
0.68,9,4,3,7,5,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,UX Designer,1,6,2,3,6,8
0.71,11,9,2,7,8,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,Information Technology Auditor,0,6,2,1,6,5
0.78,5,5,5,4,6,1,1,0,1,1,1,2,1,1,0,1,1,1,1,1,CRM Business Analyst,7,2,6,0,7,17
0.89,11,4,0,1,8,1,1,0,1,1,0,2,0,0,0,1,0,1,0,0,Portal Administrator,2,6,5,5,9,21
0.87,8,4,6,9,3,1,0,0,0,1,2,2,0,1,0,0,1,0,1,1,Project Manager,1,5,9,1,6,29
0.78,12,2,4,7,4,1,0,0,0,1,0,2,1,1,1,1,1,0,0,1,Database Manager,4,5,7,5,2,9
0.92,9,4,2,8,2,0,1,0,0,1,1,2,1,0,1,0,0,1,0,0,Network Security Administrator,1,2,5,0,7,1
0.78,11,4,6,3,4,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,Data Architect,3,2,2,4,8,12
0.78,6,5,1,2,9,1,1,1,0,0,2,2,1,1,0,1,0,0,1,0,Software Developer,7,7,2,5,2,22
0.72,4,2,2,7,4,1,0,1,1,0,0,2,1,0,1,0,1,0,1,1,Quality Assurance Associate,0,6,7,5,2,29
0.93,9,7,2,4,3,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0,Network Security Administrator,7,7,3,2,2,14
0.62,8,5,4,5,8,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,Quality Assurance Associate,6,2,1,1,6,21
0.9,6,1,3,7,4,1,0,0,0,1,1,2,1,1,1,1,0,0,1,0,CRM Technical Developer,8,1,3,2,4,2
0.61,10,8,1,7,6,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,Portal Administrator,5,2,6,1,3,26
0.94,7,3,2,3,4,1,0,1,1,0,2,0,0,1,1,1,0,1,1,0,Systems Security Administrator,1,3,4,1,1,11
0.78,4,7,1,8,4,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,Portal Administrator,1,7,5,5,7,16
0.71,4,1,5,1,9,0,0,1,0,1,1,2,0,0,1,1,0,1,1,1,Information Technology Manager,8,0,6,0,4,0
0.81,6,1,5,2,8,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,Database Manager,2,1,8,1,9,20
0.9,8,5,3,4,6,1,0,1,1,0,1,2,0,0,1,1,0,0,0,1,CRM Business Analyst,8,7,2,1,9,19
0.9,9,2,0,9,7,1,1,1,1,0,0,0,1,0,1,1,0,0,1,1,CRM Business Analyst,1,3,0,0,8,3
0.94,10,6,6,3,5,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,Software Quality Assurance (QA) / Testing,2,2,4,4,8,11
0.72,6,5,6,5,9,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,Software Engineer,7,5,5,5,0,1
0.71,9,5,3,4,4,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,Database Developer,5,6,2,4,3,26
0.66,5,2,3,5,5,1,0,0,0,1,1,2,0,1,0,1,0,0,1,1,Database Administrator,0,3,7,3,1,4
0.74,11,5,2,4,5,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Database Administrator,8,1,2,0,6,10
0.68,10,8,3,6,7,1,0,0,0,0,2,2,1,1,1,1,1,0,0,0,Software Developer,7,7,8,1,3,21
0.74,10,3,3,9,3,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,Database Developer,5,4,9,4,8,5
0.87,7,1,4,4,5,0,1,1,1,1,0,2,0,1,1,0,0,1,1,1,Applications Developer,3,7,1,4,3,29
0.89,6,9,0,4,3,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,Business Intelligence Analyst,3,1,0,0,3,27
0.71,7,9,4,4,4,0,0,0,1,0,2,2,1,0,0,1,0,1,0,1,Software Quality Assurance (QA) / Testing,6,6,5,5,1,27
0.85,10,9,4,2,9,1,0,0,1,1,2,2,1,0,1,0,0,0,0,0,Data Architect,2,7,6,1,5,4
0.71,8,4,3,6,9,0,0,1,1,1,2,2,0,1,0,0,1,1,1,0,Design & UX,2,5,6,4,8,21
0.85,5,5,1,5,7,1,0,1,0,0,0,2,1,1,1,0,1,0,0,0,Software Systems Engineer,2,0,4,5,6,11
0.91,6,5,2,1,6,1,1,0,0,1,2,0,1,0,0,1,0,1,0,1,Database Developer,5,5,9,4,5,29
0.75,10,4,2,2,7,1,0,1,1,0,1,2,0,0,0,0,0,1,0,0,Programmer Analyst,5,0,7,1,1,1
0.91,6,4,5,2,7,0,1,1,1,1,2,2,1,1,0,1,0,1,0,1,Software Developer,6,7,5,5,2,25
0.8,7,3,4,2,9,1,0,0,0,1,2,2,1,0,1,0,1,1,0,0,UX Designer,6,4,2,1,6,7
0.84,10,4,2,6,9,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,Systems Security Administrator,5,5,3,5,4,14
0.83,9,5,2,3,9,1,0,0,0,1,2,0,1,1,1,1,1,1,1,1,Network Security Administrator,3,7,5,1,2,18
0.72,4,8,1,7,2,1,0,0,0,0,1,2,1,0,1,1,1,0,1,0,CRM Technical Developer,8,4,8,0,0,1
0.67,11,2,0,1,7,0,1,1,0,1,2,1,0,1,0,0,0,1,0,0,Information Technology Manager,8,1,5,4,4,27
0.64,12,1,6,4,8,1,1,1,0,0,2,1,0,1,0,1,0,1,0,1,Technical Services/Help Desk/Tech Support,4,7,9,1,9,2
0.69,5,1,3,9,6,1,0,1,0,0,2,0,1,1,0,0,1,0,0,0,Software Developer,8,7,4,4,3,1
0.76,5,2,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,Network Security Engineer,3,7,9,2,6,4
0.83,11,5,6,4,7,0,1,1,1,0,2,2,1,1,0,1,0,1,0,0,Information Technology Auditor,0,1,6,5,1,18
0.72,8,7,1,2,3,1,1,0,1,1,2,1,1,1,1,0,1,0,1,1,Web Developer,6,5,5,0,5,13
0.67,9,4,5,3,9,0,0,1,1,1,2,0,0,0,0,1,1,1,1,0,Software Engineer,0,6,7,5,9,4
0.94,10,2,2,6,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Technical Engineer,7,4,9,4,7,4
0.82,4,4,5,3,3,1,1,0,1,1,1,2,0,1,1,1,0,0,1,1,Web Developer,2,2,6,1,5,4
0.78,11,3,5,8,5,1,0,0,1,1,2,0,1,0,1,0,0,1,1,0,Network Security Administrator,8,2,1,4,3,15
